ID,URL,Status,Description_short,Description,Cost_estimate,Type,Manager
2392,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002392,COMPLETED-CONSTRUCTION,SR 20 - Widening & Reconstruction,"Widening and reconstruction of SR 20 from just south of Samples Road/CR 80 to James Burgess Road/CR 450 for a total of 2.68 miles. SR 20 is major east-west route connecting SR 400, I-85, and I-985. In this section, SR 20 is currently a two lane road with a center two-way left turn lane from east of SR 400 to just north of Windermere Parkway. The proposed construction will provide two lanes in each direction with a 44' grass median. This section includes two, 12' travel lanes in each direction, 4' paved inside shoulders, and a 16' outside shoulder, which will include curb and gutter. A 5' sidewalk will be provided on both sides of SR 20. With SR 20 experiencing high traffic volumes, the widening of this section of roadway will reduce congestion and improve safety on this important east-west arterial.",42835103.79,Reconstruction/Rehabilitation,Brandon W. Kirby
2393,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002393,PRE-CONSTRUCTION,SR 13 From Sugarloaf Pkwy To SR 20 In Buford,,119610926,Reconstruction/Rehabilitation,Albert V. Shelby III
2415,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002415,COMPLETED-CONSTRUCTION,Ca-Const Of Sdwlk On Glenwood Road From E Of SR 155 To CR 5197,"This project consists of improving pedestrian access along Glenwood Road by adding new sidewalks and improving existing sidewalks along the corridor. Wheelchair ramps will be added at driveways and intersections. Sidewalks and crossings will be ADA compliant. The proposed typical section consists of four eleven foot lanes with a two foot stamped concrete buffer behind twenty-four inch curb and gutter, and a five foot sidewalk.",8408482.59,Enhancement,Gretel Sims
2525,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002525,PRE-CONSTRUCTION,SR 372 Spur From SR 5Bu@ Howell Br RD To SR 372 So/Ball Ground,This project is a local project that proposes a Bypass around the City of Ball Ground. The Bypass is proposed from Howell Bridge road towards SR372 in an easterly direction.,38100154.91,New Construction,Ethan Mobley
2626,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002626,COMPLETED-CONSTRUCTION,US 41/SR 3 - Interchange Recon,"The project consists of the reconstruction of the existing historic interchange of US 41/SR 3 at US 411/SR 61, including the reconstruction of bridges over US 411/SR 61, the reconstruction of bridges over CSX Railroad and the widening or reconstruction of the northern bridge over Pettit Creek.",60389214.07,Reconstruction/Rehabilitation,Cynthia Clements Burney
2861,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002861,COMPLETED-CONSTRUCTION,Lsr 40 - Widening And Resurf,The existing section on SR 40/E Kings Ave is a four lane undivided section. The proposed changes would widen SR 40 to a four lane undivided urban section with a 14 foot two-way left turn lane. Five foot sidewalks are also proposed on both sides of the road. The side streets at the intersection of North and South Grove Blvd will be realigned to improve the geometrics and a traffic signal will be added. The total project length will be 1.439 miles.,16904639.54,Reconstruction/Rehabilitation,Cassius Octavius Edwards
2862,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002862,UNDER-CONSTRUCTION,SR 20 - Widening Reconstruction,¿PI 0002862 is the widening and reconstruction of SR 20 from east of SR 369 in Cherokee County to west of SR 371 in Forsyth County to six lanes (three lanes in each direction) with a 20-foot raised median and urban shoulders. Access to side roads and driveways will be controlled by Restricted Crossing U-turns (RCUTs) placed in the median; RCUT locations are shown in the layouts but may change based on preliminary design. Truck turnarounds are provided at certain RCUT locations based on the consideration of adjacent facilities that may draw tractor-trailers. The total project length is about 6.3 miles. There are no bridges or other major structures. This project begins where PI 0014133 ends with the SR 369 intersection being constructed with PI 0014133 and ends where PI 0003682 begins with the SR 371 intersection being constructed with PI 0003682.¿,176445287.8,Reconstruction/Rehabilitation,Adolfo Villarroel
2863,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002863,PRE-CONSTRUCTION,SR 50/US 82 From W Of SR 45 To SR 520,,28166450.12,Reconstruction/Rehabilitation,Albert V. Shelby III
2864,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002864,PRE-CONSTRUCTION,SR 50/US 82 From W Of SR 41 To E Of SR 41 @ Terrell CO Line,,12589782.43,Reconstruction/Rehabilitation,Albert V. Shelby III
2865,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002865,PRE-CONSTRUCTION,SR 11/SR 107/US 319 From SR 32/Irwin To SR 206/Ben Hill,,68159972.88,Reconstruction/Rehabilitation,Albert V. Shelby III
2866,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002866,PRE-CONSTRUCTION,SR 3 From CSX Rr To SR 3/SR 20,,41095322.12,Reconstruction/Rehabilitation,Albert V. Shelby III
2868,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002868,PRE-CONSTRUCTION,Panola RD @ I-20 From Fairington RD To Snapfinger Woods Dr,"This project proposes the reconstruction of the Panola Road Interchange from an existing urban diamond interchange to a Diverging Diamond Interchange (DDI) with a full bridge replacement over I-20. The mainline will remain an urban section and will vary from two to three 12¿ lanes with a 20¿ raised concrete median, 4¿ bike lanes, and 10¿ shoulders that include curb and gutter and 5¿ sidewalks. Intersection improvements at multiple locations within the project limits include turn lane additions.",47361441.31,Reconstruction/Rehabilitation,Gretel Sims
2869,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002869,PRE-CONSTRUCTION,SR 90 Passing Lanes @ Two Locations Between SR 96 To SR 208,,6215944,Reconstruction/Rehabilitation,Albert V. Shelby III
2882,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002882,COMPLETED-CONSTRUCTION,SR 155 - Operational Improvements,"The proposed project begins at the Spalding County lineand ends at the intersection of the I-75 northbound ramp for a total length of 5.75 miles. The project proposes to add lighting at Greenwood Industrial Pkwy. At the Hunter's Chase intersection an eastbound left turn deceleration lane is proposed to provide refuge for left turning motorists. The project proposes to flatten the crest vertical curve between Hunter's Chase and Stoney Brook Way on SR 155 to comply with AASHTO stopping sight distance guidelines and to improve access to comm. driveways. Also westbound right turn lanes will be converted between Liberty Ind Pkwy & I-75 into a throughlane and replace the right turn lane onto AvalonRd. A raised concrete island is proposed on SR 155 between I-75 NB entrance & SB exit ramps. Traffic signals, warning signs, and street name plaques will be placed throughout the corridor. The SR 155 EB left turn lane onto I-75 NB will be srtriped and marked to meet MUTCD standard",6400791.05,Safety,Maurice Sims
2923,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002923,COMPLETED-CONSTRUCTION,SR 25/West Bay Street - Widening & Rcns,"This project is a roadway safety improvement in Savannah, Chatham County. ARRA funds will be used to acquire right of way for this project. The project will improve SR 25 Connector/West Bay Street between West Lathrop Avenue and East Lathrop Avenue. The proposed improvements will connect the existing four-lane divided section at the west end of the project with the existing five-lane undivided section at the east end of the project. The length is approximately 1.1 miles. The proposed project includes four 12-foot travel lanes with a variable width (20' to 64') raised median that would separate eastbound and westbound traffic. Left and right turn lanes would be added or improved where appropriate. The project includes outside curb and gutter with 16-foot shoulders with five-foot wide sidewalks, constructed in compliance with (ADA) requirements.",23386012.92,Reconstruction/Rehabilitation,David Gerald Moyer
2981,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002981,PRE-CONSTRUCTION,SR 50 From W Of SR 39/SR 27 To E Of SR 39 East Of Georgetown,"Proj. widens w/ shldr & inter. imprvmts for 2.9 mi. along US 82/ SR 50 f/ W of SR 39/SR 27 to E of SR 39. Sdwlk constructed S side of SR 50 f/ 600' before Harrison St. to Hillcrest Rd. SR 50 widens to include 2 ln & Flh. med., c & g, & sdwlk f/ Hillcrest Rd to Kaigler Rd. Shldr imprvmts along SR 50 f/ Kaigler Rd to SR 39. Inter. imprvmts @ SR 50 & SR 39/SR 27, SR 50 & Kaigler Rd, & SR 50 & SR 39 inters. SB rt-turn ln added on SR 39/SR 27 @ inter. w/ SR 50. SR 50 & Kaigler Rd inter., SB rt-turn ln added on Kaigler Rd, & EB lt-turn ln added on SR 50. SR 50 & SR 39 inter., NB rt-turn lane added on SR 39, & WB lt-turn lane added on SR 50. Passing lane added btw Co. Rd No. 4 & Roberts Rd South. Extg vertical profile maintained except @ 2 locations upgraded to meet current stopping sight distance criteria. Extg trpl 10' by 10' box culv located on SR 50 approx. 315' E of Lower Lumpkin Rd over Tobannee Crk. Proj. 100% in Quitman Co. & begin. proj. to Tobannee Crk, in Georgetown city limits.",23553426.01,Reconstruction/Rehabilitation,Albert V. Shelby III
3061,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003061,PRE-CONSTRUCTION,SR 225 Bypass From SR 52/US 76 To SR 225,,9437000,New Construction,Albert V. Shelby III
3081,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003081,COMPLETED-CONSTRUCTION,Taliaferro Springs RD (CR 321) - Bridge Repl,"BR000-F003-00(081) is a bridge replacement project proposing the replacement of the existing substandard bridge where C.R. 321 crosses the Chattooga River in Chattooga County. The proposed roadway will consist of two 11ft travel lanes with 2ft shoulders at the approaches and two 11ft travel lanes with 3ft shoulders on the bridge. The GDOT road inventory mile post nearest the project is 3.27. Built in 1955, this bridge has a posted load limit and a sufficiency rating of 20.63. The Office of Bridge Maintenance has determined that any structure with a sufficiency rating less than 50 should be replaced rather than improved. Therefore, this project will replace the existing bridge with a structurally adequate bridge.",5872764.02,Replacement,Ashley Folmar
3625,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003625,COMPLETED-CONSTRUCTION,SR 87 - Widening & Recon,The project consists of the widening and reconstruction of the Cochran Bypass (SR 87) from MP 4.30 just south of the intersection of SR 87 business and extending to MP 8.30 just north of the intersection with SR 87 business. The total project length is 4.00 miles and it currently proposes to provide a grade separation at the Norfolk Southern Railroad and SR 87. The project connects to an existing five lane section south of Cochran and to an existing four lane section north of Cochran,27074970.09,Reconstruction/Rehabilitation,Bruce G. Anderson Jr.
3626,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003626,UNDER-CONSTRUCTION,Sardis RD Conn - Widening & Reconstruction,"The SARDIS ROAD CONNECTOR is the widening and reconstruction of several existing local roads and streets with some new roadway on new alignment. This project STP-0003-00(626) begins at the Sardis Road /Chestatee Road intersection and extends north to SR 60 in the vicinity of the intersection with Mt. Vernon Road. The alignment follows several existing local roads with some of the roadway on new location. The total project length is approximately 3.55 miles and will provide a connector roadway between S.R. 53 to the south and S.R. 60 to the north. The proposed roadway will consist of a four lane curb and gutter divided roadway, 2 lanes in each direction separated with a 20 foot wide, 6 inch high curb and gutter median. Sidewalk will be provided on both sides of the road.",85510697.97,Reconstruction/Rehabilitation,Kesha Wynn
3627,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003627,PRE-CONSTRUCTION,SR 9 Passing Lanes From Thompson RD To Jenkins RD,,6859308.63,Reconstruction/Rehabilitation,Albert V. Shelby III
3628,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003628,PRE-CONSTRUCTION,SR 293 North Ramp To SR 20/US 411 West,,12482725.04,New Construction,Albert V. Shelby III
3682,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003682,UNDER-CONSTRUCTION,SR 20 - Widening,This project proposes to widen SR 20 from west of Post Road to east of N Corners Parkway in Forsyth County. The project will widen SR 20 to six lanes (three lanes in each direction) separated by a 20 ft raised median. There will be urban shoulders with curb and gutter and a 5ft sidewalk on both sides of the road. Auxiliary turn lanes will be added at major driveways and intersections. Access to side roads and driveways will be controlled by Restricted Crossing U-Turns (RCUTs) placed in the median; truck turnarounds are provided at certain RCUT locations based on consideration of adjacent facilities that may draw tractor trailers.,195129339.2,Reconstruction/Rehabilitation,David B. Lott
3701,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003701,PRE-CONSTRUCTION,SR 13 From I-985 To & Along Memorial Pk Dr To SR 369,The proposed improvements contained in this concept serve two (2) primary purposes. The first purpose of this project is to provide additional traffic capacity and improved access to accommodate existing and future traffic volumes in the project corridor. The second purpose of this project is to improve traffic flow by establishing a continuous roadway from I-985 to S.R. 53 bypassing the City of Gainesville. This will improve traffic safety and promote the orderly flow of traffic by providing a continuous roadway with median breaks and designated left-turn lanes at major intersections.,29375280,Reconstruction/Rehabilitation,Albert V. Shelby III
3948,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003948,COMPLETED-CONSTRUCTION,US 41/SR 3 - Construction Roundabout,"This project consists of realigning SR 3 north of the intersection of SR 3 and Graysville Rd. (CR 381) to meet design speed. Also, SR 3 will be widen 6 ft. symmetrically to provide left turn lanes at Judith Road, Graysville Road, and Indian Springs Road in the southbound direction and a widen an additional 12 ft. to provide a right turn lane at Indian Springs and Graysville Road in the north bound direction. Graysville Road will be widening 6 ft. symmetrically to provide a left turn lane. Also, a stop and go traffic signal will be installed at the intersection of SR 3 and Graysville Road.",4104734.87,Reconstruction/Rehabilitation,Jeremy Busby
